x,y,z,name,dist
41.51774469661807,29.187958953130764,0.78,◆小豆島◆ホテルニュー海風,0
42.486149152491286,28.788337408577387,0.82,◆小豆島◆ビーチサイドホテル鹿島荘,285.2322988425533
44.62459659649298,28.917182122936826,0.87,◆小豆島◆マルナカ温泉,849.6359012278976
42.38162081638186,23.912741356267965,0.89,◆小豆島◆土庄港 フェリーターミナル入口,1449.7969159314368
42.05994329169134,23.86896869204933,0.86,◆小豆島◆オーキドホテル,1449.980681981626
42.61798973127062,23.82805960932378,0.89,◆小豆島◆土庄港 マリンレンタカー,1484.1137502708837
42.67699766295256,23.81374141865552,0.89,◆小豆島◆土庄港観光センター,1491.2380167843207
47.77595733625489,27.816055418628803,0.93,◆小豆島◆エンジェルロード,1745.134702938513
47.01188891807824,25.53801744513082,0.92,◆小豆島◆迷路のまちセトノウチ島モノ屋,1794.4854492213815
46.8196916548963,24.83727236034182,0.92,◆小豆島◆土庄町役場,1865.05406781677
40.69298240585865,19.37481264113234,0.64,◆小豆島◆ホテルグリーンプラザ小豆島,2670.486135476682
58.38153719371218,27.223755631877324,0.66,◆小豆島◆井上誠耕園らしく園前,4625.174912907524
59.97373978445948,27.216801774882377,0.61,◆小豆島◆池田港バス停付近（国道沿い）,5056.515737993076
60.22157309751213,27.068316139405194,0.61,◆小豆島◆ギフトハウスナガセ,5128.00916962754
62.09566500758525,30.663286814241143,0.56,◆小豆島◆国民宿舎小豆島,5620.820725827261
63.84702041978179,31.17699843127509,0.53,◆小豆島◆ふるさと村,6107.64255206226
65.6651390918136,17.871991861093136,0.24,◆小豆島◆中山千枚田・中山農村歌舞伎舞台,7258.3526868173985
64.67211989872136,47.79974109728267,0.03,神浦コミュニティーセンター,8081.453692045616
75.42437661492352,31.273522999779303,0.6,◆小豆島◆オリーブ園,9255.419668019313
76.30072869738211,30.34384917926193,0.63,◆小豆島◆オリーブ公園 オリーブ記念館裏駐車場,9481.94331000965
76.72153954728986,31.63344271279337,0.61,◆小豆島◆オリーブナビ小豆島,9614.496174139176
80.03744811938364,30.258774375602435,0.63,◆小豆島◆オリーブユースホステル,10498.847850843427
80.35474219772244,41.27501568639724,0.34,◆小豆島◆二十四の瞳映画村・壺井栄文学館,11079.219054510322
85.03086789203606,27.98580795149793,0.63,◆小豆島◆草壁港 駐輪場,11859.394618339296
84.08542595128755,15.95468429142875,0.17,◆小豆島◆寒霞渓ロープウェイこううん駅,12137.817523420486
88.32431973127535,27.543386089139798,0.59,◆小豆島◆小豆島町役場前,12759.910318931245
79.13310941790438,8.150585402221313e-11,0.01,小豆島 大部港,12944.025070313828
91.56051701738488,29.61375321915066,0.53,◆小豆島◆GEORGES GALLERY ＋ KOHIRA CAFE,13634.692281090078
91.4593605630771,34.194489097941464,0.52,◆小豆島◆一徳庵,13675.137208232874
92.4864809288028,36.91844432689398,0.42,◆小豆島◆坂手港 観光案内所,14045.357051533236
93.01076338392878,32.985970708832895,0.47,◆小豆島◆島宿真里(まり),14067.779311821098
100.0,1.6788140785710723,0.0,◆小豆島◆福田港,17586.603341340837
2.3096378834981044,82.23079758824596,0.25,ことでん片原町駅前ポート,17931.788361051924
1.005157967606876,83.87253763290205,0.27,丸亀町ポート,18502.032097772822
0.0,83.67855986196798,0.27,高松市役所ポート,18625.071093557315
1.8626612307445003,87.84753320442641,0.23,JR栗林駅前ポート,19247.02927955476
